id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5556,8.3,0.635,0.1,1.8,0.068,9.0,22.0,0.99736,3.25,0.6,9.5,5.0
5557,9.9,0.4,0.49,1.9,0.118,10.0,42.0,0.9987,3.3,0.61,10.3,6.0
5558,7.8,0.43,0.28,2.1,0.068,30.0,65.0,0.99588,3.33,0.62,11.2,6.0
5559,5.3,0.62,0.03,1.6,0.061,11.0,65.0,0.9956,3.56,0.48,9.8,6.0
5560,7.3,0.42,0.26,2.1,0.073,16.0,59.0,0.99458,3.2,0.51,9.2,4.0
5561,7.8,0.45,0.15,2.0,0.066,13.0,35.0,0.9958,3.3,0.57,10.0,7.0
5562,6.8,0.66,0.0,1.4,0.095,14.0,38.0,0.9953,3.58,0.68,9.5,6.0
5563,7.6,0.48,0.39,3.0,0.0819999999999999,18.0,77.0,0.9947,3.24,0.71,9.5,5.0
5564,7.1,0.58,0.0,2.3,0.095,12.0,45.0,0.9987,3.49,0.64,9.5,6.0
5565,11.4,0.42,0.43,5.2,0.091,18.0,36.0,0.99888,3.24,0.64,11.3,6.0
5566,11.5,0.39,0.66,3.0,0.079,12.0,50.0,0.9955,3.38,0.58,10.8,5.0
5567,7.0,0.38,0.32,2.0,0.0819999999999999,4.0,15.0,0.99632,3.34,0.6,10.6,5.0
5568,7.3,0.31,0.33,2.2,0.0819999999999999,6.0,14.0,0.99774,3.32,0.87,10.3,5.0
5569,8.6,0.31,0.36,1.7,0.078,13.0,66.0,0.9998,3.26,0.61,9.6,5.0
5570,8.4,0.56,0.11,2.1,0.079,31.0,47.0,0.9973,3.37,0.61,9.4,5.0
5571,9.3,0.42,0.32,2.2,0.087,6.0,28.0,0.9973,3.43,0.62,9.4,5.0
5572,8.9,0.32,0.32,2.6,0.081,25.0,89.0,0.9964,3.43,0.54,9.7,5.0
5573,7.8,0.3,0.34,2.3,0.072,10.0,21.0,0.99504,3.35,0.49,10.2,4.0
5574,8.5,0.64,0.23,2.3,0.071,15.0,26.0,0.9972,3.27,0.54,9.9,5.0
5575,7.8,0.61,0.01,2.5,0.06,35.0,110.0,0.9956,3.37,0.55,9.5,5.0
5576,9.2,0.42,0.32,1.7,0.078,10.0,28.0,0.99564,3.38,0.85,10.5,4.0
5577,7.3,0.35,0.3,2.4,0.076,12.0,31.0,0.9976,3.33,0.64,9.3,5.0
5578,6.1,0.715,0.2,4.65,0.075,4.0,17.0,0.99512,3.31,0.49,11.2,6.0
5579,8.8,0.59,0.22,2.3,0.054,16.0,62.0,0.9959,3.27,0.52,10.4,6.0
5580,8.3,0.42,0.31,2.2,0.08,23.0,58.0,0.99524,3.2,0.75,9.3,5.0
5581,10.2,0.32,0.51,2.0,0.08,10.0,38.0,0.9964,3.28,0.95,9.8,5.0
5582,7.0,0.6,0.03,2.1,0.091,13.0,24.0,0.9963,3.56,0.55,10.0,6.0
5583,6.8,0.57,0.02,2.0,0.066,7.0,24.0,0.99668,3.47,0.55,10.8,6.0
5584,10.3,0.38,0.42,2.4,0.08,18.0,33.0,0.9982,3.05,0.67,10.9,5.0
5585,7.9,0.42,0.33,2.5,0.062,14.0,44.0,0.99734,3.18,0.72,10.9,5.0
5586,7.8,0.43,0.31,2.8,0.0819999999999999,9.0,22.0,0.99547,3.31,0.65,10.5,5.0
5587,6.9,0.6,0.13,2.1,0.072,12.0,39.0,0.99258,3.41,0.62,11.4,6.0
5588,8.3,0.735,0.12,1.3,0.086,20.0,106.0,0.99444,3.3,0.48,9.5,6.0
5589,7.1,0.64,0.2,1.8,0.074,17.0,45.0,0.9976,3.38,0.6,10.1,7.0
5590,7.8,0.6,0.0,2.4,0.094,15.0,25.0,0.99623,3.38,0.54,12.8,7.0
5591,9.3,0.61,0.3,2.6,0.084,6.0,37.0,0.99467,3.28,0.58,10.0,6.0
5592,6.8,0.43,0.19,2.0,0.071,11.0,62.0,0.99774,3.38,0.71,11.0,6.0
5593,9.1,0.44,0.49,3.8,0.074,18.0,47.0,0.9982,3.26,0.64,12.3,5.0
5594,9.8,0.5,0.4,2.0,0.077,16.0,35.0,0.9982,3.22,0.93,9.4,5.0
5595,7.3,0.5,0.3,2.5,0.084,8.0,24.0,0.9976,3.17,0.63,9.6,5.0
5596,8.4,0.32,0.43,2.0,0.076,9.0,20.0,0.9961,3.16,0.57,9.6,5.0
5597,7.0,0.48,0.02,2.1,0.079,13.0,40.0,0.9955,3.52,0.54,10.5,6.0
5598,7.8,0.62,0.13,2.1,0.073,5.0,14.0,0.9962,3.38,0.53,12.5,7.0
5599,9.2,0.5,0.42,2.1,0.074,14.0,35.0,0.99492,3.44,0.61,10.9,6.0
5600,7.1,0.715,0.06,1.6,0.0819999999999999,11.0,89.0,0.99498,3.48,0.56,9.6,5.0
5601,7.0,0.51,0.14,1.7,0.078,14.0,45.0,0.99718,3.22,0.78,11.9,6.0
5602,7.2,0.56,0.12,2.4,0.084,6.0,19.0,0.9956,3.26,0.53,9.4,5.0
5603,7.2,0.545,0.09,2.2,0.0969999999999999,17.0,35.0,0.99619,3.41,0.54,9.5,5.0
5604,7.6,0.61,0.01,1.9,0.07,5.0,11.0,0.9964,3.42,0.55,9.3,6.0
5605,7.7,0.51,0.06,1.9,0.076,15.0,28.0,0.9955,3.36,0.72,9.8,5.0
5606,6.6,0.62,0.0,2.1,0.048,15.0,26.0,0.99774,3.39,0.58,11.3,6.0
5607,6.6,0.42,0.11,1.7,0.118,12.0,24.0,0.9973,3.36,0.82,9.2,5.0
5608,7.5,0.58,0.21,2.1,0.08,15.0,40.0,0.9964,3.16,0.68,10.1,6.0
5609,8.0,0.31,0.33,2.3,0.092,27.0,65.0,0.9966,3.28,0.46,11.8,6.0
5610,7.4,0.66,0.0,2.5,0.07,11.0,28.0,0.99736,3.51,0.82,11.8,7.0
5611,8.5,0.39,0.39,2.9,0.092,11.0,22.0,0.99516,3.31,0.64,11.3,6.0
5612,6.6,0.725,0.0,2.1,0.073,5.0,15.0,0.9986,3.36,0.55,9.4,5.0
5613,9.2,0.52,0.26,1.9,0.074,9.0,28.0,0.99901,3.21,0.53,9.4,6.0
5614,10.4,0.29,0.49,1.8,0.067,15.0,29.0,0.9982,3.18,0.6,11.5,5.0
5615,8.1,0.56,0.0,2.0,0.066,10.0,18.0,0.9983,3.5,0.46,9.4,5.0
5616,7.7,0.28,0.42,2.3,0.075,13.0,50.0,0.9961,3.37,0.58,9.4,6.0
5617,7.7,0.54,0.0,2.1,0.086,9.0,29.0,0.99557,3.27,0.6,10.8,6.0
5618,7.8,0.645,0.0,1.8,0.0819999999999999,6.0,14.0,0.99498,3.36,0.65,9.3,5.0
5619,7.8,0.28,0.42,2.5,0.073,15.0,28.0,0.996,3.47,0.62,12.6,7.0
5620,7.1,0.78,0.01,2.0,0.071,10.0,22.0,0.99685,3.24,0.54,9.7,6.0
5621,7.7,0.59,0.23,2.1,0.0819999999999999,19.0,61.0,0.9976,3.32,0.58,9.5,5.0
5622,7.9,0.56,0.03,2.3,0.087,18.0,58.0,0.9991,3.32,0.48,10.9,5.0
5623,7.7,0.5,0.21,2.6,0.073,15.0,36.0,0.99494,3.34,0.6,9.8,6.0
5624,6.5,0.69,0.21,2.4,0.072,34.0,102.0,0.9962,3.36,0.72,9.5,6.0
5625,7.4,0.78,0.01,2.2,0.057,28.0,121.0,0.9966,3.24,0.52,9.4,5.0
5626,7.6,0.52,0.49,2.0,0.095,19.0,37.0,0.9996,3.32,0.62,10.7,6.0
5627,9.2,0.49,0.2,2.0,0.078,14.0,31.0,0.9994,3.27,0.8,11.4,7.0
5628,6.6,0.58,0.02,2.7,0.085,14.0,81.0,0.99716,3.52,0.59,11.3,7.0
5629,8.3,0.6,0.22,2.3,0.076,5.0,10.0,0.9974,3.22,0.44,9.6,5.0
5630,10.0,0.3,0.47,2.4,0.086,28.0,77.0,0.9994,3.16,0.63,9.6,5.0
5631,7.3,0.56,0.08,1.9,0.0819999999999999,25.0,59.0,0.99668,3.32,0.79,11.1,7.0
5632,8.2,0.31,0.32,2.1,0.0819999999999999,16.0,86.0,0.9963,3.27,0.52,11.2,7.0
5633,9.1,0.54,0.02,3.4,0.074,6.0,14.0,0.9967,3.57,0.6,9.5,5.0
5634,7.1,0.58,0.03,1.6,0.073,9.0,27.0,0.9994,3.35,0.54,9.0,5.0
5635,8.3,0.42,0.64,2.2,0.061,19.0,38.0,0.9976,3.25,0.82,10.6,5.0
5636,11.9,0.32,0.48,2.2,0.095,4.0,11.0,0.99656,3.15,0.71,11.4,6.0
5637,7.9,0.5,0.32,2.5,0.074,5.0,23.0,0.9994,3.28,0.51,9.9,5.0
5638,7.4,0.58,0.03,2.3,0.0819999999999999,12.0,24.0,0.99668,3.35,0.61,10.0,5.0
5639,9.0,0.63,0.2,2.4,0.079,15.0,47.0,0.9994,3.49,0.61,9.4,5.0
5640,8.3,0.58,0.0,2.4,0.05,12.0,18.0,0.99656,3.16,0.87,10.9,6.0
5641,7.9,0.39,0.49,2.2,0.1159999999999999,18.0,86.0,0.9982,3.27,1.17,9.5,5.0
5642,7.8,0.6,0.28,2.1,0.09,17.0,88.0,0.99478,3.17,0.58,9.5,5.0
5643,10.8,0.38,0.49,2.8,0.054,20.0,47.0,1.00369,3.2,0.61,12.4,7.0
5644,10.8,0.41,0.42,2.2,0.062,14.0,49.0,0.99504,3.29,0.63,12.6,6.0
5645,8.8,0.52,0.22,2.2,0.08,23.0,47.0,0.99914,3.52,0.59,9.5,5.0
5646,7.4,0.37,0.28,1.8,0.078,35.0,60.0,0.99458,3.28,0.57,11.3,7.0
5647,6.3,0.64,0.0,1.7,0.062,13.0,30.0,0.99572,3.48,0.58,11.0,6.0
5648,6.4,0.36,0.4,1.8,0.068,32.0,35.0,0.99814,3.33,0.76,11.1,4.0
5649,9.3,0.24,0.49,2.7,0.053,5.0,23.0,1.0014,3.19,0.87,9.7,5.0
5650,10.7,0.46,0.39,2.0,0.0969999999999999,9.0,38.0,0.9976,3.29,0.62,9.5,6.0
5651,8.9,0.3,0.42,2.3,0.084,8.0,17.0,0.99448,3.18,0.52,9.4,5.0
5652,7.0,0.545,0.09,2.1,0.075,18.0,69.0,0.9964,3.34,0.55,10.0,7.0
5653,8.9,0.49,0.43,2.6,0.074,15.0,33.0,0.9994,3.19,0.86,11.4,6.0
5654,10.9,0.32,0.41,1.8,0.075,5.0,13.0,0.9968,3.22,0.64,10.4,6.0
5655,6.9,0.54,0.03,1.9,0.064,7.0,19.0,0.9976,3.43,0.55,9.5,6.0
5656,8.9,0.55,0.23,2.0,0.079,29.0,66.0,0.99745,3.28,0.56,9.4,7.0
5657,7.3,0.61,0.02,2.1,0.091,6.0,14.0,0.99572,3.39,0.65,9.3,7.0
5658,7.0,0.5,0.24,1.8,0.074,6.0,16.0,0.9972,3.46,0.6,11.3,7.0
5659,9.2,0.18,0.41,1.6,0.08,10.0,16.0,0.99572,3.27,0.75,11.2,7.0
5660,7.9,0.7,0.0,1.8,0.065,6.0,20.0,0.9983,3.3,0.56,9.7,5.0
5661,7.6,0.47,0.0,1.9,0.065,22.0,42.0,0.9973,3.26,0.66,11.9,6.0
5662,8.5,0.51,0.22,2.2,0.071,6.0,20.0,0.9988,3.33,0.66,9.2,5.0
5663,8.6,0.5,0.26,1.6,0.076,12.0,74.0,0.9986,3.14,0.6,9.9,6.0
5664,10.0,0.4,0.4,1.8,0.07,13.0,50.0,0.9973,3.26,0.57,11.7,7.0
5665,7.4,0.47,0.24,2.1,0.064,16.0,54.0,0.9955,3.19,0.78,12.5,6.0
5666,9.8,0.34,0.45,2.5,0.076,5.0,20.0,0.9962,3.38,0.72,9.4,5.0
5667,7.7,0.53,0.0,2.0,0.0579999999999999,4.0,15.0,0.99572,3.2,0.54,9.4,6.0
5668,9.4,0.6,0.54,2.1,0.114,4.0,13.0,0.9981,3.14,0.6,11.0,5.0
5669,8.9,0.31,0.47,1.8,0.073,5.0,17.0,0.998,3.28,0.77,9.4,5.0
5670,8.9,0.59,0.49,2.7,0.081,7.0,18.0,0.9982,3.14,0.53,9.5,5.0
5671,10.8,0.41,0.24,2.3,0.084,6.0,25.0,0.9972,3.29,0.69,9.4,6.0
5672,6.8,0.52,0.16,2.4,0.059,14.0,24.0,0.99648,3.47,0.51,9.9,5.0
5673,7.9,0.59,0.0,2.0,0.1009999999999999,12.0,77.0,0.99633,3.43,0.52,9.5,5.0
5674,8.0,0.685,0.24,2.0,0.074,6.0,28.0,0.99901,3.32,0.53,9.3,6.0
5675,6.8,0.59,0.02,1.6,0.093,11.0,65.0,0.997,3.54,0.71,11.4,6.0
5676,7.9,0.67,0.18,2.0,0.084,16.0,51.0,0.9982,3.33,0.62,9.5,5.0
5677,7.5,0.45,0.05,1.4,0.062,4.0,10.0,0.99565,3.39,0.49,9.4,5.0
5678,7.2,0.62,0.04,1.6,0.079,12.0,28.0,0.99656,3.39,0.6,9.4,5.0
5679,8.0,0.39,0.42,2.3,0.084,12.0,35.0,0.99572,3.34,0.64,11.3,6.0
5680,8.2,0.31,0.31,2.0,0.081,15.0,28.0,0.99656,3.32,0.58,9.8,6.0
5681,8.2,0.38,0.38,2.1,0.0819999999999999,31.0,44.0,0.99692,3.42,0.57,10.9,7.0
5682,7.8,0.39,0.27,2.4,0.094,23.0,47.0,0.99488,3.26,0.44,9.8,5.0
5683,9.9,0.52,0.21,5.9,0.084,18.0,42.0,0.9964,3.42,0.54,9.5,5.0
5684,7.3,0.67,0.05,1.7,0.077,5.0,15.0,0.9962,3.37,0.54,10.4,5.0
5685,6.6,0.57,0.0,1.8,0.066,3.0,11.0,0.9972,3.28,0.49,11.6,4.0
5686,7.6,0.62,0.0,2.5,0.0579999999999999,9.0,42.0,0.9976,3.3,0.54,9.2,5.0
5687,6.8,0.47,0.13,2.0,0.08,17.0,38.0,0.9968,3.35,0.56,10.9,6.0
5688,7.7,0.685,0.06,2.3,0.069,19.0,30.0,0.9948,3.35,0.44,10.0,7.0
5689,7.9,0.645,0.0,2.5,0.0579999999999999,26.0,51.0,0.99732,3.31,0.64,10.0,5.0
5690,7.2,0.67,0.1,3.2,0.044,28.0,52.0,0.9984,3.35,0.56,12.3,6.0
5691,8.6,0.645,0.21,2.1,0.084,6.0,14.0,0.9969,3.33,0.53,10.8,5.0
5692,7.2,0.34,0.43,1.7,0.081,16.0,38.0,0.9976,3.3,0.53,9.3,5.0
5693,7.6,0.46,0.29,1.6,0.07,8.0,21.0,0.9957,3.28,0.6,12.1,7.0
5694,6.7,0.59,0.01,1.4,0.073,10.0,17.0,0.99774,3.46,0.62,9.5,6.0
5695,9.1,0.735,0.22,2.3,0.078,15.0,43.0,0.9974,3.33,0.5,9.5,5.0
5696,7.8,0.62,0.21,1.7,0.066,5.0,20.0,0.99547,3.41,0.69,10.5,5.0
5697,7.5,0.63,0.02,1.9,0.086,14.0,31.0,0.9972,3.66,0.73,10.5,8.0
5698,7.6,0.56,0.01,2.5,0.091,18.0,91.0,0.99552,3.32,0.85,9.7,5.0
5699,6.2,0.39,0.03,1.9,0.068,18.0,35.0,0.9966,3.45,0.6,9.3,6.0
5700,8.4,0.31,0.49,2.1,0.214,14.0,48.0,0.9963,3.32,0.74,9.9,5.0
5701,8.2,0.62,0.28,2.5,0.099,6.0,26.0,0.9968,3.12,1.17,9.8,5.0
5702,8.3,0.4,0.31,2.3,0.079,19.0,33.0,0.9982,3.2,0.72,9.5,6.0
5703,6.2,0.74,0.02,1.8,0.078,8.0,17.0,0.997,3.61,0.66,11.0,5.0
5704,7.2,0.5,0.08,2.0,0.072,6.0,17.0,0.9959,3.53,0.57,9.8,6.0
5705,6.1,0.54,0.02,2.7,0.078,11.0,42.0,0.99572,3.38,0.54,9.7,6.0
5706,9.0,0.68,0.13,2.3,0.078,27.0,66.0,1.0014,3.27,0.53,9.4,5.0
5707,10.2,0.37,0.49,2.3,0.122,10.0,28.0,0.9997,3.18,0.8,9.7,5.0
5708,8.5,0.4,0.49,1.8,0.0819999999999999,9.0,28.0,0.9982,3.33,0.53,9.5,4.0
5709,9.8,0.42,0.42,2.6,0.086,6.0,17.0,0.99708,3.2,0.53,10.9,5.0
5710,7.4,0.59,0.15,2.7,0.08,13.0,31.0,0.99668,3.16,0.57,9.8,6.0
5711,8.1,0.33,0.48,2.9,0.08,7.0,53.0,0.9982,3.26,0.87,9.2,5.0
5712,8.0,0.59,0.2,2.0,0.086,5.0,15.0,1.0004,3.39,0.59,9.3,6.0
5713,10.3,0.36,0.51,2.7,0.093,8.0,18.0,0.9964,3.24,0.75,11.2,8.0
5714,8.2,0.56,0.14,1.9,0.07,8.0,19.0,0.9981,3.16,0.55,9.9,5.0
5715,7.8,0.37,0.36,2.1,0.084,24.0,96.0,0.9972,3.14,0.6,9.9,6.0
5716,12.6,0.54,0.66,2.9,0.066,4.0,16.0,0.9956,3.22,0.56,9.4,5.0
5717,6.9,0.685,0.0,1.9,0.066,14.0,26.0,0.9983,3.43,0.54,12.5,7.0
5718,7.3,0.43,0.31,2.0,0.095,6.0,40.0,0.99562,3.44,0.7,10.5,6.0
5719,9.0,0.54,0.24,1.5,0.071,5.0,13.0,0.9974,3.41,0.78,9.4,5.0
5720,8.2,0.4,0.3,2.8,0.074,6.0,18.0,0.9968,3.4,0.64,9.8,5.0
5721,10.4,0.48,0.48,3.0,0.076,15.0,35.0,0.9994,3.16,0.63,11.7,6.0
5722,8.1,0.32,0.63,2.0,0.081,8.0,19.0,0.998,3.17,0.55,12.5,6.0
5723,9.9,0.34,0.41,1.9,0.078,14.0,31.0,0.9988,3.36,0.96,9.5,5.0
5724,7.5,0.88,0.0,2.1,0.0819999999999999,11.0,94.0,0.99668,3.23,0.59,9.5,5.0
5725,9.2,0.52,0.33,2.1,0.077,6.0,19.0,0.9967,3.51,0.62,9.2,5.0
5726,8.9,0.31,0.54,2.1,0.078,6.0,27.0,0.9981,3.26,0.71,9.9,6.0
5727,7.9,0.5,0.0,2.6,0.08,17.0,86.0,0.99526,3.42,0.52,9.5,5.0
5728,7.1,0.43,0.42,4.1,0.08,21.0,40.0,0.99374,3.16,0.53,11.8,5.0
5729,8.7,0.48,0.21,2.1,0.054,6.0,20.0,0.99718,3.22,0.77,9.4,6.0
5730,7.1,0.74,0.03,1.6,0.074,23.0,84.0,0.9974,3.27,0.58,9.2,5.0
5731,10.3,0.41,0.57,2.8,0.077,14.0,36.0,0.99704,3.28,0.67,10.4,6.0
5732,9.9,0.935,0.35,1.9,0.074,7.0,23.0,0.9971,3.19,0.61,9.3,5.0
5733,8.6,0.54,0.3,2.1,0.077,10.0,21.0,0.9981,3.27,0.65,11.4,7.0
5734,7.6,0.35,0.49,2.3,0.08,6.0,12.0,0.99588,3.21,0.82,9.7,5.0
5735,10.2,0.35,0.49,2.2,0.078,6.0,28.0,0.9976,3.28,0.49,10.2,6.0
5736,6.0,0.57,0.1,2.0,0.089,14.0,26.0,0.9979,3.59,0.69,11.0,6.0
5737,8.5,0.6,0.0,1.9,0.038,5.0,10.0,0.9972,3.39,0.68,9.3,6.0
5738,7.4,0.37,0.24,2.0,0.0819999999999999,18.0,40.0,0.9974,3.27,0.54,9.3,6.0
5739,8.9,0.74,0.0,2.1,0.08,10.0,42.0,0.9994,3.11,0.58,9.5,4.0
5740,5.3,0.64,0.18,2.5,0.08,17.0,119.0,0.99774,3.43,0.66,9.4,5.0
5741,7.2,0.34,0.29,1.8,0.072,12.0,86.0,0.99596,3.18,0.55,9.5,5.0
5742,7.7,0.61,0.07,2.0,0.076,15.0,33.0,0.9976,3.39,0.53,11.7,6.0
5743,7.4,0.51,0.04,1.5,0.0969999999999999,21.0,55.0,0.9972,3.39,0.71,9.4,5.0
5744,8.7,0.55,0.05,1.6,0.077,15.0,49.0,0.9972,3.38,0.54,9.5,5.0
5745,8.9,0.77,0.02,2.0,0.07,12.0,31.0,0.9971,3.37,0.5,11.0,8.0
5746,9.0,0.725,0.21,2.2,0.0969999999999999,21.0,58.0,0.99914,3.32,0.52,10.8,5.0
5747,7.5,0.58,0.01,2.2,0.071,9.0,28.0,0.9968,3.3,0.53,9.5,6.0
5748,12.0,0.24,0.47,2.4,0.071,14.0,88.0,0.9966,3.2,0.59,9.7,5.0
5749,7.4,0.58,0.14,1.8,0.078,16.0,72.0,0.9956,3.44,0.56,9.8,5.0
5750,8.6,0.4,0.49,2.6,0.078,15.0,42.0,0.99774,3.04,0.77,9.7,5.0
5751,7.5,0.45,0.13,2.4,0.095,10.0,46.0,0.9968,3.43,0.54,9.3,6.0
5752,7.8,0.655,0.17,2.2,0.07,5.0,10.0,0.99558,3.31,0.69,10.2,6.0
5753,6.9,0.52,0.04,2.1,0.086,23.0,113.0,0.9968,3.35,0.66,9.4,5.0
5754,7.8,0.41,0.33,1.4,0.042,16.0,47.0,0.99444,3.27,0.53,12.1,7.0
5755,6.6,0.55,0.04,2.1,0.086,6.0,14.0,0.9966,3.52,0.51,9.7,6.0
5756,7.8,0.39,0.25,2.6,0.078,32.0,62.0,0.9972,3.36,0.74,10.0333333333333,6.0
5757,8.9,0.67,0.08,2.2,0.075,6.0,18.0,0.9983,3.45,0.54,9.5,5.0
5758,8.8,0.735,0.4,1.8,0.07,6.0,14.0,0.9973,3.37,0.53,9.3,5.0
5759,7.5,0.5,0.03,2.0,0.083,6.0,16.0,0.9957,3.5,0.65,9.5,5.0
5760,8.0,0.4,0.55,1.9,0.075,15.0,28.0,0.99572,3.27,0.78,10.0,5.0
5761,7.7,0.58,0.07,1.8,0.089,13.0,28.0,0.9981,3.39,0.56,9.8,5.0
5762,9.1,0.735,0.25,2.2,0.077,15.0,22.0,0.9984,3.43,0.51,9.0,6.0
5763,7.9,0.61,0.07,1.8,0.069,8.0,28.0,0.9988,3.52,0.63,12.5,7.0
5764,7.3,0.43,0.42,2.1,0.087,12.0,41.0,0.9972,3.27,0.9,10.6,6.0
5765,7.2,0.685,0.0,2.3,0.076,15.0,27.0,0.9994,3.37,0.64,12.5,6.0
5766,7.7,0.57,0.01,2.1,0.0819999999999999,15.0,28.0,0.9968,3.49,0.6,9.4,5.0
5767,7.8,0.55,0.07,2.0,0.085,15.0,27.0,0.9971,3.42,0.52,9.7,5.0
5768,9.2,0.34,0.31,2.1,0.104,10.0,29.0,0.99656,3.16,0.63,11.0,6.0
5769,7.1,0.64,0.19,2.6,0.077,34.0,119.0,0.9962,3.37,0.6,9.4,5.0
5770,8.1,0.39,0.51,2.1,0.08,17.0,42.0,0.9978,3.15,0.75,11.1,6.0
5771,6.9,0.59,0.11,1.7,0.073,15.0,27.0,0.99655,3.44,0.57,10.1,7.0
5772,7.4,0.56,0.03,2.0,0.068,12.0,48.0,0.99615,3.34,0.74,9.4,5.0
5773,8.7,0.58,0.08,1.8,0.074,11.0,20.0,0.9994,3.31,0.42,9.4,5.0
5774,11.9,0.31,0.65,2.6,0.064,7.0,30.0,0.9972,3.2,0.77,13.3,4.0
5775,9.9,0.52,0.24,2.0,0.076,20.0,49.0,0.99504,3.29,0.72,9.8,5.0
5776,7.0,0.88,0.01,2.2,0.075,18.0,91.0,0.9976,3.47,0.56,10.5,6.0
5777,7.2,0.57,0.01,1.6,0.08,24.0,86.0,0.99745,3.32,0.48,9.8,5.0
5778,5.6,0.36,0.5,1.9,0.0969999999999999,5.0,17.0,0.9966,3.29,0.79,10.5,4.0
5779,7.2,0.66,0.03,2.6,0.06,5.0,14.0,0.9958,3.1,0.69,9.5,6.0
5780,7.1,0.74,0.02,2.0,0.072,9.0,29.0,0.9988,3.37,0.56,12.0,6.0
5781,6.8,0.46,0.08,2.5,0.096,6.0,12.0,0.99656,3.59,0.56,11.2,5.0
5782,8.1,0.28,0.56,2.2,0.09,6.0,21.0,0.99572,3.43,0.52,11.4,7.0
5783,7.0,0.41,0.3,2.0,0.076,11.0,25.0,0.99458,3.38,0.52,11.5,6.0
5784,10.0,0.45,0.5,2.1,0.0969999999999999,23.0,42.0,0.9973,3.22,0.73,11.9,7.0
5785,12.5,0.39,0.49,2.2,0.084,19.0,32.0,0.9972,3.15,0.87,11.4,7.0
5786,6.7,0.49,0.01,2.5,0.0819999999999999,14.0,25.0,0.99648,3.34,0.74,11.4,7.0
5787,7.3,0.885,0.08,1.8,0.07,17.0,42.0,0.99745,3.43,0.66,9.2,6.0
5788,8.3,0.31,0.44,2.0,0.098,16.0,28.0,0.99648,3.34,0.82,9.5,5.0
5789,8.5,0.53,0.22,2.4,0.0969999999999999,6.0,12.0,0.99774,3.28,0.6,9.6,6.0
5790,10.6,0.39,0.49,1.8,0.068,8.0,21.0,0.99538,3.16,0.52,9.3,6.0
5791,7.3,0.39,0.3,2.0,0.09,13.0,24.0,0.9972,3.46,0.74,9.1,6.0
5792,7.4,0.41,0.27,2.3,0.08,13.0,50.0,0.9968,3.28,0.71,12.3,6.0
5793,8.0,0.46,0.24,2.5,0.077,11.0,45.0,0.9986,3.4,0.52,11.0,4.0
5794,7.3,0.47,0.0,2.0,0.0579999999999999,5.0,15.0,0.99494,3.16,0.55,10.1,7.0
5795,6.4,0.48,0.07,2.5,0.066,8.0,20.0,0.9988,3.52,0.58,10.9,6.0
5796,6.4,0.78,0.0,1.4,0.073,3.0,12.0,0.99492,3.47,0.54,9.4,7.0
5797,6.7,0.27,0.01,2.1,0.079,25.0,48.0,0.99498,3.53,0.49,12.5,7.0
5798,10.3,0.28,0.43,1.9,0.081,7.0,16.0,0.99562,3.29,0.65,9.7,5.0
5799,7.5,0.65,0.21,1.7,0.077,16.0,38.0,0.9958,3.31,0.71,10.5,6.0
5800,6.7,0.67,0.0,2.5,0.084,7.0,24.0,0.9978,3.51,0.6,9.5,6.0
5801,8.3,0.48,0.12,2.3,0.078,5.0,26.0,1.0021,3.31,0.6,9.3,4.0
5802,7.2,0.56,0.24,2.8,0.077,13.0,48.0,0.99566,3.15,0.55,10.1,4.0
5803,11.9,0.24,0.49,1.8,0.078,12.0,21.0,0.99387,3.1,0.7,9.7,6.0
5804,9.3,0.43,0.25,2.1,0.064,7.0,31.0,0.99668,3.42,0.58,10.1,6.0
5805,6.2,0.6,0.19,2.6,0.107,9.0,22.0,0.9988,3.32,0.58,10.5,6.0
5806,9.2,0.4,0.39,1.5,0.07,5.0,16.0,0.9956,3.28,0.57,9.12,5.0
5807,9.1,0.43,0.49,1.8,0.415,16.0,44.0,0.9998,3.14,0.88,9.5,6.0
5808,7.9,0.6,0.25,2.3,0.084,32.0,44.0,0.99718,3.27,0.62,11.6,6.0
5809,7.1,0.35,0.42,2.1,0.079,10.0,25.0,0.9976,3.19,0.82,9.2,5.0
5810,7.9,0.3,0.48,2.1,0.092,19.0,35.0,0.9948,3.2,0.6,9.6,5.0
5811,7.9,0.42,0.21,2.0,0.076,12.0,64.0,0.9955,3.38,0.47,9.5,5.0
5812,8.7,0.58,0.22,3.3,0.077,26.0,50.0,0.9988,3.3,0.49,9.4,5.0
5813,7.1,0.41,0.0,1.8,0.084,21.0,42.0,0.9974,3.36,0.55,9.8,5.0
5814,6.9,0.59,0.02,2.3,0.08,14.0,33.0,0.9964,3.47,0.56,11.2,6.0
5815,8.4,0.36,0.34,2.0,0.0819999999999999,27.0,59.0,0.99652,3.15,0.72,9.5,5.0
5816,6.5,0.6,0.03,2.3,0.095,5.0,22.0,0.99734,3.35,0.56,11.6,4.0
5817,7.0,0.28,0.37,2.3,0.06,13.0,50.0,0.99746,3.38,0.48,9.6,6.0
5818,7.3,0.34,0.43,2.1,0.083,8.0,18.0,0.99656,3.3,0.54,10.3,5.0
5819,8.2,0.6,0.31,1.7,0.091,6.0,18.0,0.9994,3.38,0.66,9.2,6.0
5820,7.1,0.6,0.02,2.0,0.066,16.0,35.0,0.9984,3.24,0.56,9.4,5.0
